name,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,dist,hour,tuition,hobby,gender,sep_room,competitive,higher_stud,campus,extra,cet_score
Natasha Ragless,8.5,7.69,9.49,7.91,6.82,6.72,6.7,9.2,6,1,Yes,No,Female,Yes,No,No,No,Yes,131
Myrwyn Hark,6.87,8.11,8.22,6.92,9.69,7.34,9.17,8.76,23,4,No,Yes,Female,Yes,No,No,No,No,84
Michelina Ayrs,6.81,7.48,8.08,9.65,8.41,8.4,9.36,8.31,25,10,Yes,Yes,Female,Yes,Yes,Yes,Yes,No,92
Ulla Lamp,7.79,9.98,8.48,6.38,9.15,9.98,6.1,7.11,11,5,No,Yes,Male,Yes,Yes,Yes,Yes,No,165
Sterling Mowbray,6.29,9.27,6.76,6.19,6.0,9.63,6.18,8.47,4,3,No,No,Female,No,No,No,Yes,No,120
Stewart Crafter,9.11,8.72,6.15,7.42,9.78,9.46,7.15,8.69,8,9,Yes,No,Female,No,No,Yes,Yes,No,100
Nelly Otridge,8.97,6.3,7.82,7.77,6.65,8.95,8.59,8.75,7,2,No,Yes,Male,Yes,No,No,No,Yes,100
Roobbie Duckering,6.83,6.98,8.14,9.3,6.67,9.4,6.49,7.71,20,6,No,No,Female,No,Yes,No,Yes,Yes,124
Emelyne Lavis,9.86,6.02,8.02,9.09,6.22,7.73,8.06,7.38,20,10,Yes,No,Female,No,Yes,Yes,Yes,Yes,154
Helge Trollope,8.12,7.83,8.22,7.45,7.05,9.08,8.83,6.15,7,4,No,Yes,Female,Yes,No,No,Yes,No,153
Dennison Tipping,9.58,8.86,9.54,9.96,9.73,7.34,8.22,6.96,21,5,No,Yes,Female,Yes,No,No,Yes,No,114
Randene Lashbrook,8.78,7.8,8.1,6.14,7.01,6.11,7.41,7.33,13,9,Yes,No,Male,No,Yes,Yes,Yes,Yes,82
Chadd Sewter,7.47,6.56,7.15,9.64,9.97,7.52,9.97,7.8,6,10,No,Yes,Male,Yes,No,No,Yes,No,160
Mirabel Brimfield,6.64,9.36,9.84,7.84,8.81,9.93,8.59,8.96,23,6,No,No,Male,No,No,No,No,No,157
Susy Alabone,9.6,6.51,6.31,7.93,9.12,6.31,9.85,9.68,20,0,No,No,Male,No,No,Yes,No,Yes,180
Pembroke Gorke,8.08,9.63,6.47,7.2,8.65,9.46,8.5,6.21,14,1,No,No,Male,No,No,No,Yes,Yes,116
Bernie Romaint,9.29,9.64,9.88,8.73,8.78,7.94,6.16,8.74,22,1,Yes,No,Female,No,Yes,Yes,No,No,95
Appolonia Rothchild,8.27,9.08,9.44,6.21,8.91,6.17,6.25,8.05,5,3,Yes,No,Female,No,No,No,No,No,142
Rafe Franzini,9.67,6.04,7.44,6.8,7.59,9.96,8.88,9.25,10,1,No,Yes,Male,No,Yes,No,Yes,Yes,166
Andras Dumbleton,9.59,9.35,6.11,9.44,8.01,6.29,6.35,7.03,9,10,No,No,Female,Yes,No,No,No,Yes,180
Myrna Steketee,9.75,8.56,7.62,8.36,8.95,7.92,6.87,6.59,3,0,Yes,No,Male,No,No,No,No,Yes,154
Davin Pindred,8.84,8.62,6.61,8.85,9.97,7.12,7.61,7.09,6,8,Yes,No,Female,No,Yes,Yes,Yes,Yes,134
Drusy Deathridge,6.91,9.68,7.75,8.75,9.66,9.22,7.29,7.31,4,6,No,Yes,Male,Yes,Yes,No,No,Yes,175
Sofie Seamark,8.84,6.38,7.77,6.54,9.58,7.16,6.02,8.18,16,0,Yes,Yes,Male,Yes,Yes,No,Yes,Yes,96
Janie Dyble,8.61,9.15,7.36,6.95,9.23,9.31,9.22,6.22,11,5,No,Yes,Female,No,Yes,Yes,Yes,No,156
Melvin Windibank,9.31,9.89,7.7,6.68,9.75,9.8,8.42,7.64,5,5,Yes,No,Female,No,Yes,No,No,No,92
Wilden Duckering,6.81,9.08,8.48,7.52,6.4,8.25,6.26,6.15,24,10,Yes,Yes,Male,Yes,No,No,Yes,Yes,180
Aguie Cossem,8.94,6.31,7.1,8.64,9.49,7.09,9.14,7.75,10,5,Yes,Yes,Male,Yes,Yes,Yes,No,No,94
Alva Duplan,8.75,9.64,6.21,7.57,9.18,6.43,7.99,6.05,21,3,Yes,Yes,Female,No,No,Yes,No,Yes,102
Leupold McGaugey,7.23,7.25,9.64,8.16,7.96,8.52,7.26,7.36,17,3,No,No,Male,Yes,Yes,Yes,Yes,Yes,124
Donetta Stegell,7.34,8.79,7.81,8.39,9.61,6.61,7.89,7.72,22,3,No,No,Male,No,Yes,No,Yes,No,88
Carlyle Corkitt,7.48,7.76,7.12,10.0,7.89,8.25,9.0,6.89,10,4,Yes,Yes,Male,No,No,No,No,No,177
Arline Hoggan,8.69,7.3,6.43,9.11,9.95,9.03,7.48,8.5,21,10,No,Yes,Male,No,Yes,Yes,No,Yes,157
Iorgo Dineges,9.44,7.68,7.3,7.1,9.32,6.81,8.21,6.2,11,8,No,Yes,Female,Yes,Yes,Yes,No,No,141
Dill McIleen,9.02,7.47,6.6,6.31,7.56,9.78,7.23,8.36,5,1,No,Yes,Female,Yes,No,No,Yes,Yes,135
Giffy Genner,8.96,7.74,8.48,7.14,7.87,6.99,6.72,9.71,21,0,Yes,No,Male,No,No,No,No,No,99
Marv Harman,6.64,7.8,9.57,6.88,8.25,7.3,6.62,7.41,14,1,Yes,Yes,Female,Yes,Yes,Yes,No,Yes,97
Tiphanie Sidsaff,9.31,8.13,8.95,9.79,7.38,6.62,7.97,6.16,9,9,Yes,Yes,Female,No,No,No,Yes,No,114
Mort Hesbrook,6.55,7.08,6.18,8.22,7.78,6.4,9.06,6.79,21,2,No,No,Female,Yes,Yes,Yes,Yes,Yes,146
Karissa Rigge,9.51,7.78,9.06,8.1,8.09,6.64,7.1,6.1,20,3,No,Yes,Male,Yes,No,No,Yes,No,104
Wayland Swede,6.74,6.05,8.45,6.66,7.83,8.21,6.4,7.7,4,10,No,No,Male,Yes,No,No,No,No,154
Dulsea Brigstock,6.03,8.76,7.92,6.15,9.62,9.88,6.32,6.74,22,6,Yes,Yes,Female,No,Yes,No,No,Yes,104
Kaine Tofts,8.2,8.05,7.17,6.75,6.36,8.47,8.93,7.33,2,10,No,Yes,Male,No,Yes,No,No,Yes,175
Loralee Moir,6.68,7.69,7.13,9.82,9.29,6.7,6.6,8.29,18,9,Yes,Yes,Female,No,No,No,Yes,No,114
Nev Jorck,6.31,7.41,9.48,7.15,8.71,9.78,8.01,9.54,5,5,Yes,Yes,Male,Yes,Yes,No,No,No,105
Xenia Gallatly,6.5,6.31,9.6,9.13,9.79,9.14,6.32,7.28,5,5,No,No,Female,Yes,No,Yes,No,No,84
Gale Biss,8.71,9.24,8.37,9.04,6.36,8.2,6.83,9.5,20,4,No,Yes,Female,No,No,No,Yes,No,153
Sophronia Castrillo,9.23,6.53,6.64,9.67,6.44,7.1,7.62,8.84,11,5,No,Yes,Female,Yes,No,Yes,No,Yes,97
Susannah Frankiss,6.9,9.22,8.84,8.49,6.3,6.94,6.02,7.61,21,6,Yes,No,Male,No,Yes,Yes,No,No,118
Kean Winteringham,6.39,9.26,9.26,8.85,8.29,9.27,8.02,8.68,7,4,No,No,Female,No,Yes,No,No,No,131
Ivory Gallemore,7.37,7.5,7.42,8.19,6.19,9.86,9.93,9.9,11,0,Yes,No,Male,No,Yes,No,No,No,83
Glenda Stobo,8.04,6.2,8.8,6.32,7.43,8.14,9.99,6.0,21,0,Yes,Yes,Male,No,Yes,No,No,No,146
Ole Decroix,6.69,6.26,9.06,7.51,6.35,7.52,7.91,8.8,3,2,Yes,Yes,Female,Yes,Yes,No,Yes,No,129
Marje Robker,9.32,8.21,8.95,6.29,6.27,9.28,9.92,8.63,24,2,No,Yes,Male,Yes,No,Yes,No,No,92
Sidonnie Duckerin,6.56,9.49,8.21,6.12,8.84,8.47,6.15,8.94,16,4,Yes,Yes,Female,Yes,No,Yes,No,No,82
Robby Beese,6.17,6.7,6.0,9.15,7.78,7.15,7.71,9.07,23,0,Yes,Yes,Female,Yes,Yes,Yes,Yes,No,177
Chandra Bythway,8.98,8.52,7.41,8.38,8.59,6.63,6.19,9.8,22,1,Yes,No,Female,Yes,Yes,No,No,No,175
Nicole Lambdean,7.27,8.77,6.16,6.84,6.1,8.57,6.48,6.71,25,5,No,No,Female,Yes,Yes,No,Yes,No,104
Jessi Fones,9.18,7.04,9.67,9.26,6.57,9.25,6.82,6.22,11,6,Yes,No,Female,No,Yes,Yes,Yes,No,155
Hurley Westby,6.35,9.62,8.92,8.36,8.06,7.88,9.29,9.69,19,6,No,No,Male,Yes,No,Yes,No,No,85
Nana Scarfe,6.25,7.85,8.34,9.74,6.71,7.62,8.25,8.61,12,3,Yes,No,Male,Yes,No,Yes,Yes,No,134
Jobey Kerrich,7.7,6.03,6.6,7.19,8.05,8.97,8.68,8.91,21,0,Yes,No,Female,Yes,Yes,Yes,Yes,No,145
Kamila Easman,7.99,7.52,7.13,9.29,6.72,6.17,9.28,8.36,13,0,Yes,Yes,Female,No,Yes,No,Yes,Yes,139
Roland Duddridge,9.02,9.24,7.66,9.51,9.45,9.76,9.28,8.66,18,8,No,No,Female,No,Yes,No,Yes,Yes,115
Betti Damsell,6.17,9.02,6.9,7.47,9.59,7.65,6.43,7.23,9,5,No,Yes,Female,No,No,No,No,No,81
Alexia Ranfield,9.26,9.84,8.44,9.47,6.09,6.95,6.89,8.17,3,8,Yes,No,Female,Yes,Yes,No,Yes,Yes,178
Stefan Halsey,6.22,9.66,9.62,8.06,7.08,8.26,9.91,9.21,10,9,No,Yes,Male,Yes,No,Yes,Yes,Yes,147
Bear Advani,9.08,6.26,6.51,7.86,8.6,7.97,7.25,8.9,13,4,Yes,No,Male,Yes,Yes,Yes,No,No,85
Evita Tapenden,7.72,7.79,6.91,6.1,6.81,7.66,6.7,6.34,12,9,No,No,Female,No,No,No,Yes,No,114
Roselle Barnby,9.76,7.23,6.08,9.38,6.39,7.58,6.2,9.89,17,10,Yes,Yes,Male,Yes,Yes,No,No,Yes,134
Fidelia Arnholdt,7.3,6.98,8.78,7.88,7.81,6.93,9.55,8.07,13,7,No,No,Female,Yes,Yes,Yes,No,Yes,126
Cleavland Neilus,8.87,7.52,6.62,7.37,8.28,8.28,8.45,7.54,13,5,No,No,Female,No,No,Yes,Yes,Yes,155
Saundra Prinett,9.37,7.92,6.59,7.32,6.35,6.87,6.28,7.54,4,1,Yes,Yes,Female,Yes,Yes,No,Yes,No,137
Dorene Howkins,6.74,7.18,8.43,7.66,9.42,7.97,6.21,7.44,25,9,Yes,Yes,Male,No,No,No,Yes,Yes,106
Tildy Priditt,8.06,7.77,9.15,8.98,6.14,7.66,7.75,6.23,14,10,No,Yes,Female,No,Yes,Yes,Yes,No,94
Claresta De Dantesie,8.54,6.35,8.2,8.86,6.35,9.97,9.08,9.19,25,10,No,Yes,Female,No,Yes,Yes,No,No,89
Adah Slaney,8.85,8.8,7.65,9.79,9.57,8.43,8.78,9.54,24,5,No,No,Male,Yes,No,No,Yes,No,170
Winne Schops,8.01,6.13,7.0,7.12,6.9,6.25,9.1,7.38,13,8,Yes,Yes,Male,No,No,No,No,Yes,116
Seward Cowderoy,9.95,6.71,6.17,6.37,9.44,8.32,9.15,8.62,16,5,Yes,No,Female,Yes,Yes,No,Yes,No,89
Jasmine Cobden,9.25,9.17,8.45,9.54,6.07,9.58,7.53,7.47,18,4,No,No,Male,Yes,No,Yes,No,Yes,106
Cathryn Searl,7.82,7.84,7.46,7.23,8.92,6.18,6.53,7.22,17,4,No,No,Female,No,No,No,No,Yes,125
Gerda Howerd,7.78,7.04,8.5,6.03,7.1,7.25,8.43,6.84,12,3,No,No,Female,No,Yes,No,No,No,123
Jacki Toffoletto,6.8,7.29,7.2,8.46,6.04,7.52,6.79,8.35,5,6,No,No,Male,No,Yes,No,Yes,Yes,177
Kelsey Pretorius,8.03,9.01,9.6,7.63,9.32,6.92,7.37,6.66,16,9,No,Yes,Female,No,No,Yes,No,No,86
Kip Swait,6.36,9.17,9.04,7.01,9.19,9.83,9.85,8.47,5,9,No,Yes,Male,No,Yes,Yes,No,No,97
Dukey Domoney,6.01,8.18,9.5,6.87,7.96,6.47,8.05,8.33,23,3,Yes,Yes,Female,Yes,Yes,No,No,Yes,81
Tiff Gracewood,7.08,7.78,8.93,7.46,8.0,6.58,8.67,7.91,3,2,No,Yes,Female,Yes,Yes,Yes,No,Yes,86
Bobbi Balchen,9.55,7.7,6.17,9.34,9.43,7.11,9.64,7.48,14,7,Yes,Yes,Male,No,No,Yes,Yes,Yes,81
Alfons Mowling,8.57,6.13,8.55,9.3,8.17,8.9,8.6,6.38,12,4,No,Yes,Female,No,No,Yes,Yes,No,113
Jed Mushawe,7.45,9.65,8.99,7.35,7.07,9.57,9.81,9.7,23,2,No,No,Female,Yes,Yes,Yes,Yes,Yes,131
Cahra Cardoo,6.58,9.51,8.48,9.56,7.66,9.64,7.43,7.12,4,8,No,No,Male,Yes,No,No,Yes,No,110
Hyacinthie Duck,9.56,6.05,6.29,8.11,9.99,8.6,6.67,6.28,18,3,Yes,No,Female,Yes,No,No,Yes,Yes,113
Eddie Bausmann,8.19,7.48,6.46,9.69,6.1,8.46,6.86,9.87,12,1,No,Yes,Male,No,No,No,No,Yes,178
Melisent Platts,7.11,6.34,6.26,6.43,8.38,8.21,9.36,9.06,16,4,Yes,No,Male,Yes,No,No,No,Yes,180
Marlie Huffey,9.91,8.82,9.67,9.8,9.97,8.41,8.66,9.18,6,7,Yes,Yes,Female,No,Yes,No,No,No,103
Shaun Fipp,8.31,6.66,7.5,7.13,6.85,6.53,6.76,9.02,7,9,Yes,No,Male,Yes,Yes,No,Yes,Yes,128
Pavel Jouhandeau,9.48,6.11,6.72,6.5,8.6,9.44,9.52,7.25,9,6,Yes,Yes,Female,No,No,Yes,Yes,Yes,119
Rabi Ash,9.34,7.23,8.2,7.74,8.13,8.1,8.03,8.66,23,2,Yes,No,Female,No,Yes,No,Yes,No,180
Derek Wherrett,6.01,6.41,7.59,9.89,6.64,6.69,9.28,6.42,9,2,Yes,No,Female,No,No,Yes,No,No,143
Idaline Ricciardo,6.18,6.7,6.89,7.15,7.87,7.55,7.28,7.47,8,3,No,No,Female,No,No,Yes,Yes,Yes,95
Aubine Wilder,7.34,9.77,8.26,6.51,6.98,7.59,7.52,6.35,13,1,Yes,Yes,Female,No,Yes,No,Yes,Yes,168
Lona Gambie,6.37,6.08,7.71,6.7,6.39,6.91,8.24,8.21,14,3,No,Yes,Male,Yes,Yes,Yes,Yes,No,146
Boonie Rowan,8.94,7.43,6.47,9.57,8.46,7.32,7.76,8.72,14,7,No,No,Female,No,Yes,Yes,No,Yes,177
Cecil Mityashin,9.25,8.68,9.62,6.89,8.92,7.89,9.06,8.67,20,7,Yes,Yes,Male,No,No,No,Yes,No,82
Ranice Rowswell,8.16,6.46,6.66,6.13,7.94,8.29,8.84,7.86,6,3,No,No,Male,Yes,No,Yes,No,No,100
Pryce Franzolini,7.7,9.06,9.99,7.82,9.36,9.52,7.95,7.64,25,8,Yes,Yes,Male,Yes,Yes,No,No,No,130
Blanch Woolner,7.15,6.9,9.97,8.91,6.34,9.98,9.86,8.95,23,3,Yes,No,Male,No,No,No,Yes,Yes,170
Hazel Petworth,9.97,6.43,8.86,7.45,8.82,7.3,8.41,6.86,21,10,No,Yes,Male,No,No,Yes,No,No,157
Jeremy Melloy,6.7,8.93,6.24,9.48,9.2,6.35,6.69,7.9,13,3,No,Yes,Female,Yes,No,Yes,Yes,No,161
Laina Tolliday,9.71,7.85,9.94,9.21,7.18,6.5,9.39,9.72,15,8,No,Yes,Female,No,Yes,Yes,No,No,90
Marthe Escoffier,9.29,6.5,8.91,6.63,7.69,9.99,8.17,9.92,15,3,No,No,Male,No,Yes,Yes,Yes,No,85
Patrizia Pfaffel,7.25,7.62,6.36,8.36,6.04,8.71,6.56,6.25,11,7,No,Yes,Male,No,Yes,No,Yes,No,83
Almira Greatorex,6.56,9.76,8.53,8.84,8.98,7.4,6.22,6.57,24,10,Yes,Yes,Male,No,No,No,Yes,Yes,158
Hieronymus Wilmot,7.24,8.35,8.17,7.31,6.3,6.98,8.94,6.45,14,7,Yes,No,Female,No,No,No,Yes,Yes,114
Meghann Levane,9.31,9.85,6.85,8.76,7.35,9.13,8.67,9.4,17,7,No,No,Male,No,No,Yes,Yes,Yes,107
Lydia Raithmill,8.18,9.31,7.12,6.9,8.36,6.92,8.82,8.02,17,8,Yes,Yes,Male,Yes,No,No,Yes,Yes,84
Malorie Abdee,6.73,9.71,8.62,7.6,7.39,9.86,7.2,7.52,3,3,No,No,Female,Yes,Yes,Yes,Yes,Yes,134
Sunny Knightly,6.31,6.35,8.2,6.64,6.67,6.08,9.8,9.1,13,10,No,Yes,Female,No,No,Yes,Yes,No,106
Prentice Clemenceau,8.81,9.99,9.6,7.25,8.18,6.79,8.5,9.38,2,6,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,125
Calla Jurewicz,9.07,6.29,6.64,6.56,9.76,6.3,8.37,7.71,2,5,Yes,No,Female,No,No,Yes,No,No,176
Andree Davydochkin,8.59,9.61,6.52,9.36,7.93,7.12,9.65,8.84,8,2,No,No,Male,No,Yes,No,No,No,93
Dewitt Cordero,6.83,7.48,6.32,9.75,7.0,9.81,7.63,6.7,20,10,Yes,No,Male,No,No,Yes,No,Yes,85
Jacynth Murgatroyd,7.58,8.7,9.49,7.64,9.5,8.95,6.24,6.33,7,10,No,No,Male,Yes,Yes,Yes,No,Yes,96
Maximilien Dietmar,8.6,6.32,7.55,9.94,7.02,8.86,8.16,6.03,2,9,Yes,No,Male,Yes,No,No,No,No,161
Franklin Ilsley,8.67,9.57,6.79,7.45,9.29,9.92,9.82,8.84,13,3,No,No,Male,Yes,No,Yes,No,Yes,82
Sophronia Overton,8.53,6.85,6.44,6.82,6.77,8.56,6.86,7.05,3,6,Yes,Yes,Female,No,No,No,No,Yes,95
Olive Kaveney,9.44,6.58,7.46,9.7,9.19,6.9,7.29,7.66,25,3,Yes,No,Male,No,No,No,No,Yes,131
Stacey Kattenhorn,9.86,6.35,7.6,9.67,7.27,8.75,8.88,6.03,13,0,Yes,Yes,Female,Yes,No,No,Yes,Yes,82
Ella Branca,9.33,7.26,7.05,6.47,6.8,8.74,9.55,6.83,23,10,Yes,No,Male,Yes,Yes,No,Yes,No,172
Shelden Battista,9.07,9.39,9.39,7.66,8.82,9.1,7.88,9.66,7,5,No,No,Female,Yes,Yes,No,No,Yes,178
Matelda Bergstram,8.52,9.5,7.09,6.26,6.04,9.7,6.55,7.53,14,0,No,No,Male,Yes,Yes,No,Yes,Yes,108
Leonardo Drewry,7.95,8.53,7.22,6.26,7.78,7.36,9.3,6.92,3,5,No,No,Male,No,No,No,No,No,177
Bibbye Ley,9.54,6.41,6.12,7.62,6.03,8.62,9.62,6.98,19,9,No,No,Male,Yes,No,No,Yes,Yes,132
Fayina De Michele,9.33,8.5,7.2,8.56,8.06,8.57,9.68,6.39,12,5,Yes,Yes,Male,No,Yes,No,Yes,No,116
Sinclair McNirlan,7.6,6.4,9.25,8.56,8.56,6.74,9.0,6.35,23,9,Yes,Yes,Female,Yes,Yes,Yes,Yes,No,157
Antonius Jeaffreson,8.35,7.07,8.83,7.81,9.01,8.67,6.28,7.3,8,6,No,No,Female,Yes,Yes,Yes,Yes,Yes,140
Jasmin Durrans,9.86,6.74,8.93,6.02,7.93,7.91,9.14,8.25,12,5,Yes,Yes,Male,Yes,Yes,No,Yes,Yes,91
Beulah Peegrem,6.28,9.81,8.4,7.53,8.63,8.65,8.81,6.48,20,9,No,Yes,Male,No,Yes,No,No,No,84
Robyn Rushbrook,6.1,8.58,6.05,8.83,9.07,7.11,9.62,6.01,9,7,No,Yes,Male,No,Yes,No,Yes,Yes,166
Rickie Scouler,9.55,7.67,6.74,7.66,7.19,7.1,8.45,9.6,21,4,Yes,Yes,Female,No,Yes,Yes,No,Yes,132
Ludvig Birts,7.04,6.56,6.25,8.75,8.41,8.94,9.32,9.04,24,8,No,Yes,Male,No,No,No,Yes,No,180
Georgena Troop,8.21,7.92,8.48,9.17,6.73,10.0,6.62,6.07,15,10,No,No,Female,No,Yes,Yes,Yes,No,81
Robinet Frensch,8.03,9.89,9.74,7.46,7.25,6.06,8.32,9.88,13,10,No,No,Female,Yes,Yes,No,No,Yes,161
Sheelah Grissett,9.87,9.53,7.39,9.76,9.66,6.15,6.25,9.46,19,10,No,Yes,Male,Yes,Yes,No,Yes,No,176
Verene Laverty,7.15,7.25,8.93,7.59,9.35,8.9,8.72,7.62,21,0,Yes,No,Male,No,No,Yes,Yes,Yes,127
Auroora Loynes,7.98,6.98,9.23,9.51,8.36,8.53,9.94,9.3,16,9,Yes,No,Male,Yes,No,No,No,No,112
Letta Flecknoe,9.92,6.51,6.51,8.39,6.55,7.16,9.63,6.88,15,6,Yes,No,Female,No,No,Yes,Yes,No,109
Aguie Barracks,7.43,9.53,8.6,9.22,9.4,7.98,7.47,7.58,2,4,Yes,No,Female,No,No,No,Yes,Yes,176
Hermie Boddie,8.61,9.88,7.24,9.48,8.61,6.82,8.08,6.76,14,8,No,No,Female,Yes,Yes,No,Yes,No,130
Conn Licciardello,9.51,9.34,9.04,8.1,8.5,7.95,9.69,9.03,7,2,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,151
Shawnee Atkirk,9.51,8.63,6.8,6.57,7.69,7.0,9.7,8.83,21,0,Yes,No,Male,Yes,Yes,No,No,No,158
Selinda Rothschild,7.1,7.1,8.12,9.07,9.38,8.23,9.29,6.97,14,4,Yes,Yes,Female,No,Yes,No,No,No,99
Davina Salazar,6.53,6.53,8.43,6.31,6.01,9.72,9.82,9.87,14,4,Yes,Yes,Female,No,No,Yes,No,Yes,112
Valaree Ohms,7.47,7.27,8.69,9.57,7.25,9.06,7.37,8.5,22,5,No,Yes,Female,Yes,Yes,No,No,No,151
Licha Jaxon,9.62,6.75,8.28,6.71,7.18,7.08,6.11,8.55,8,3,Yes,Yes,Female,No,No,Yes,Yes,No,123
Cheston Pohling,8.38,6.07,9.35,7.19,6.62,7.23,9.42,9.83,10,0,No,No,Female,Yes,No,No,Yes,No,127
Vikky Borris,8.61,8.49,9.95,7.4,7.07,9.28,9.28,8.99,4,10,Yes,Yes,Male,No,Yes,No,Yes,Yes,180
Carolynn Ockenden,6.98,7.49,6.79,6.11,9.23,8.82,6.66,8.15,10,5,No,Yes,Male,No,No,Yes,Yes,Yes,95
Perri Theobald,9.93,8.31,9.16,7.2,7.49,9.9,7.54,7.33,18,6,Yes,No,Male,No,Yes,Yes,Yes,No,137
Stacee Kirkhouse,9.08,8.92,6.61,8.83,8.23,9.8,6.2,7.8,24,9,No,No,Male,No,No,Yes,Yes,Yes,162
Ulysses Colclough,7.14,8.21,6.96,9.46,9.07,8.34,9.69,8.03,3,6,No,No,Male,Yes,No,Yes,Yes,Yes,83
Danella Abendroth,6.3,9.43,7.35,7.74,8.96,9.64,9.77,6.26,18,8,Yes,Yes,Female,Yes,No,No,No,No,95
Gayle Yuill,8.62,9.4,8.24,8.5,8.99,7.44,8.49,7.68,5,1,Yes,Yes,Female,No,Yes,No,No,No,127
Hynda Ledgeway,9.88,9.02,9.18,6.16,8.58,6.04,7.45,7.57,19,10,No,Yes,Female,No,Yes,No,Yes,Yes,160
Howie Alvey,8.65,9.53,6.29,6.93,6.19,7.26,9.02,9.39,6,1,No,Yes,Male,Yes,Yes,No,Yes,No,179
Darwin Burnitt,9.62,9.27,9.26,7.43,7.41,6.96,6.3,7.87,2,9,Yes,Yes,Female,Yes,Yes,Yes,Yes,Yes,162
Hilliary Masson,9.96,6.54,9.08,8.0,6.25,7.94,9.08,6.21,23,6,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,130
Cindelyn Murty,6.66,6.93,6.02,6.43,8.98,7.74,6.42,8.39,20,3,No,No,Male,No,Yes,Yes,Yes,Yes,124
Portie Jollie,7.41,9.4,6.71,9.67,9.95,7.28,8.19,8.43,22,8,Yes,No,Male,Yes,No,Yes,No,Yes,174
Shirleen Purkess,6.36,6.19,6.71,9.79,7.39,7.67,7.06,7.75,2,2,No,Yes,Male,Yes,No,No,Yes,No,89
Letty Rosiello,9.26,6.61,7.94,7.67,6.97,8.07,9.91,8.13,10,8,No,No,Female,No,No,Yes,Yes,Yes,84
Gan Fettiplace,6.06,9.95,6.19,8.53,9.17,7.29,6.96,6.4,24,10,No,Yes,Male,Yes,No,Yes,Yes,Yes,146
Marlo Souten,9.45,9.17,6.33,8.66,6.62,6.43,8.47,6.61,17,8,No,No,Female,Yes,No,Yes,Yes,Yes,115
Tawsha Casarili,6.31,9.28,8.62,6.88,9.76,6.64,9.58,8.27,24,7,No,No,Female,Yes,No,No,Yes,No,81
Ceciley Sulland,6.57,7.44,9.92,7.64,9.16,6.21,8.96,8.13,14,0,No,Yes,Female,Yes,Yes,Yes,No,Yes,160
Sampson D'Alessandro,7.45,7.6,8.38,8.7,6.36,9.83,9.72,7.35,20,0,Yes,No,Male,Yes,No,Yes,No,No,132
Byram Olden,6.4,9.47,9.75,7.77,9.65,6.35,9.13,9.81,18,2,No,No,Female,No,No,No,No,Yes,138
Tabatha Sherr,6.17,9.84,8.02,8.21,7.82,8.26,7.56,7.79,7,2,No,No,Male,No,Yes,Yes,No,No,154
Magdalen Killingbeck,6.21,9.05,9.04,6.81,7.52,6.62,6.01,8.57,3,7,No,No,Male,No,Yes,Yes,No,Yes,170
Edeline Ruscoe,9.09,6.95,8.57,8.18,6.95,6.86,6.77,8.64,14,8,Yes,No,Female,Yes,No,No,Yes,No,103
Dorelle Babbe,6.09,6.41,7.29,9.39,7.51,9.7,6.53,6.76,19,7,Yes,Yes,Male,No,No,Yes,Yes,No,100
Dermot Maciak,9.24,8.8,9.91,7.69,7.16,6.45,7.42,6.37,23,10,Yes,No,Female,No,Yes,No,No,Yes,150
Mirabella Cusworth,9.44,9.66,7.82,8.86,7.42,8.3,9.44,6.73,5,9,Yes,No,Male,Yes,No,No,No,Yes,142
Emlynne Witherspoon,6.91,9.93,8.09,7.69,8.87,6.76,7.57,9.24,14,6,No,No,Female,No,No,Yes,Yes,Yes,138
Eva Dorgon,6.45,8.6,8.96,6.99,6.1,9.96,6.54,7.89,3,9,Yes,No,Male,Yes,No,No,No,No,89
Imogene Schrinel,7.02,6.59,7.36,9.18,6.57,7.16,6.85,9.5,23,5,Yes,Yes,Female,Yes,No,Yes,No,No,109
Fanny Ghidelli,9.62,9.54,6.13,8.84,8.44,9.31,8.26,6.64,12,3,Yes,Yes,Male,Yes,No,Yes,No,Yes,178
Doralynne Coomes,6.62,6.67,6.23,7.27,8.32,9.98,9.56,6.95,3,2,No,No,Female,Yes,No,Yes,Yes,Yes,127
Nickie Sleightholm,8.54,9.1,7.76,9.47,9.46,6.56,9.16,6.58,24,6,No,No,Female,Yes,Yes,No,No,No,138
Cathrine Leiden,9.4,8.26,7.19,8.96,6.89,8.09,6.46,7.55,3,4,No,Yes,Female,No,No,No,Yes,Yes,158
Padget Gregoriou,9.75,7.11,8.63,7.2,9.96,6.69,6.03,6.38,17,3,No,No,Female,No,Yes,Yes,No,Yes,83
Jess Barbosa,9.67,6.36,6.38,6.06,9.51,8.86,9.36,7.93,21,0,Yes,Yes,Female,No,Yes,Yes,No,No,163
Esra Halpeine,6.88,6.09,7.26,9.06,8.38,8.25,8.7,9.65,11,4,Yes,Yes,Female,No,Yes,Yes,No,Yes,109
Cooper Jellicorse,8.73,8.19,9.07,7.18,8.99,6.2,9.07,9.17,12,9,Yes,Yes,Female,Yes,Yes,Yes,Yes,No,172
Jerri Welham,7.43,9.62,8.1,6.34,9.28,6.02,7.71,6.13,14,9,No,Yes,Male,Yes,No,No,No,No,180
